tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
277.00;517_1;157.09;13.24;113.00;0.00;-728_1;5.10;0.00;tripinfo_113;164.00;113;0;1462.55;57.03;privateType;;18
278.00;-597_2;86.31;13.62;207.00;0.00;361_1;5.10;0.00;tripinfo_207;71.00;207;0;699.60;18.84;privateType;;3
278.00;1005_1;115.05;13.59;170.00;0.00;379_1;5.10;0.00;tripinfo_170;108.00;170;0;1263.11;16.80;privateType;;0
279.00;597_2;86.31;13.71;200.00;1.00;19_1;5.10;0.00;tripinfo_199;79.00;199;0;719.59;25.79;privateType;;13
279.00;-210_2;103.97;11.35;190.00;0.00;-319_1;5.10;0.00;tripinfo_190;89.00;190;0;1065.68;11.57;privateType;;0
280.00;-15_1;145.65;13.12;179.00;0.00;-621_1;5.10;0.00;tripinfo_179;101.00;179;0;793.79;40.55;privateType;;23
281.00;-870_2;79.90;12.86;118.00;0.00;-639_1;5.10;0.00;tripinfo_118;163.00;118;0;1816.67;30.14;privateType;;0
281.00;-505_2;160.73;12.68;114.00;0.00;-1029_1;5.10;0.00;tripinfo_114;167.00;114;0;1461.80;59.49;privateType;;25
282.00;597_2;86.31;13.21;117.00;0.00;585_1;5.10;0.00;tripinfo_117;165.00;117;0;1349.93;65.12;privateType;;33
282.00;19_2;163.40;13.36;183.00;1.00;-379_1;5.10;0.00;tripinfo_182;99.00;182;0;817.27;37.18;privateType;;16
284.00;379_2;132.76;13.80;218.00;0.00;-535_1;5.10;0.00;tripinfo_218;66.00;218;0;762.71;9.08;privateType;;0
287.00;1093_1;163.07;13.58;235.00;0.00;1005_1;5.10;0.00;tripinfo_235;52.00;235;0;592.03;7.60;privateType;;0
289.00;-25_1;190.16;13.18;165.00;0.00;-1093_1;5.10;0.00;tripinfo_165;124.00;165;0;1519.68;14.11;privateType;;0
289.00;-674_2;169.72;12.92;65.00;0.00;-597_1;5.10;0.00;tripinfo_65;224.00;65;0;2036.91;76.13;privateType;;51
290.00;13_1;95.18;13.82;174.00;0.00;-696_1;5.10;0.00;tripinfo_174;116.00;174;0;977.50;43.98;privateType;;15
290.00;-356_1;139.43;13.74;195.00;0.00;17_1;5.10;0.00;tripinfo_195;95.00;195;0;1101.74;13.51;privateType;;0
294.00;-597_2;86.31;13.33;205.00;0.00;517_1;5.10;0.00;tripinfo_205;89.00;205;0;707.93;37.28;privateType;;14
294.00;-11_1;143.74;6.56;223.00;0.00;-3_1;5.10;0.00;tripinfo_223;71.00;223;0;496.46;33.70;privateType;;8
296.00;504_1;200.75;12.71;124.00;0.00;-17_1;5.10;0.00;tripinfo_124;172.00;124;0;1522.30;58.50;privateType;;22
297.00;-650_2;183.62;6.77;85.00;0.00;-128_1;5.10;0.00;tripinfo_85;212.00;85;0;2149.73;56.96;privateType;;29
298.00;326_2;98.80;12.80;176.00;0.00;-504_1;5.10;0.00;tripinfo_176;122.00;176;0;1021.41;47.58;privateType;;26
298.00;-492_1;209.58;13.81;212.00;0.00;125_1;5.10;0.00;tripinfo_212;86.00;212;0;1002.64;11.54;privateType;;0
302.00;123_1;129.57;13.28;198.00;0.00;-383_1;5.10;0.00;tripinfo_198;104.00;198;0;970.04;30.87;privateType;;5
309.00;9_1;177.83;13.67;236.00;0.00;-1029_1;5.10;0.00;tripinfo_236;73.00;236;0;660.71;24.56;privateType;;7
310.00;333_2;139.11;13.62;183.00;0.00;-625_1;5.10;0.00;tripinfo_183;127.00;183;0;1385.32;22.69;privateType;;1
