tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
605.00;-1005_2;115.05;13.29;500.00;0.00;-618_0;5.10;0.00;tripinfo_500;105.00;500;0;1222.11;15.45;privateType;;0
605.00;-492_1;209.58;13.37;513.00;0.00;-601_0;5.10;0.00;tripinfo_513;92.00;513;0;1074.59;14.06;privateType;;0
608.00;361_1;142.46;12.74;372.00;0.00;837_0;5.10;0.00;tripinfo_372;236.00;372;0;1994.11;87.51;privateType;;35
608.00;-1005_0;115.05;13.51;403.00;0.00;-1033_0;5.10;0.00;tripinfo_403;205.00;403;0;2110.06;49.33;privateType;;12
609.00;-138_2;178.41;11.76;541.00;0.00;348_0;5.10;0.00;tripinfo_541;68.00;541;0;778.60;11.20;privateType;;0
610.00;365_1;193.22;12.68;498.00;0.00;-356_0;5.10;0.00;tripinfo_498;112.00;498;0;1274.06;19.11;privateType;;0
611.00;-338_2;103.06;13.53;532.00;0.00;-684_0;5.10;0.00;tripinfo_532;79.00;532;0;887.80;14.32;privateType;;0
611.00;-618_2;137.47;13.06;537.00;0.00;577_0;5.10;0.00;tripinfo_537;74.00;537;0;838.21;12.05;privateType;;0
614.00;846_0;106.53;13.35;391.00;0.00;-336_0;5.10;0.00;tripinfo_391;223.00;391;2;2162.31;65.69;privateType;;25
615.00;-326_2;98.80;13.90;539.00;0.00;-365_0;5.10;0.00;tripinfo_539;76.00;539;0;948.81;6.94;privateType;;0
615.00;365_2;193.22;13.13;583.00;0.00;349_0;5.10;0.00;tripinfo_583;32.00;583;0;360.14;5.50;privateType;;0
617.00;867_0;229.75;13.72;529.00;0.00;344_0;5.10;0.00;tripinfo_529;88.00;529;1;1031.18;12.10;privateType;;0
618.00;579_2;150.88;12.97;536.00;0.00;-585_0;5.10;0.00;tripinfo_536;82.00;536;0;815.07;23.20;privateType;;8
619.00;686_1;152.40;13.85;382.00;0.00;837_0;5.10;0.00;tripinfo_382;237.00;382;0;2047.44;84.85;privateType;;33
619.00;642_2;211.90;13.88;450.00;0.00;381_0;5.10;0.00;tripinfo_450;169.00;450;1;1929.96;27.39;privateType;;5
620.00;625_2;115.42;13.63;487.00;0.00;126_0;5.10;0.00;tripinfo_487;133.00;487;0;1582.64;17.10;privateType;;0
621.00;325_1;122.87;13.74;408.00;0.00;1033_0;5.10;0.00;tripinfo_408;213.00;408;0;1252.83;120.48;privateType;;53
622.00;1029_2;144.77;13.87;552.00;0.00;-356_0;5.10;0.00;tripinfo_552;70.00;552;0;786.88;12.70;privateType;;0
622.00;505_2;160.73;13.83;476.00;0.00;-698_0;5.10;0.00;tripinfo_476;146.00;476;0;1321.34;47.68;privateType;;16
623.00;846_1;106.53;13.59;398.00;0.00;336_0;5.10;0.00;tripinfo_398;225.00;398;0;2379.76;51.37;privateType;;12
623.00;-577_1;182.62;13.89;538.00;0.00;-618_0;5.10;0.00;tripinfo_538;85.00;538;0;960.40;12.69;privateType;;0
625.00;698_2;111.22;13.38;587.00;0.00;-11_0;5.10;0.00;tripinfo_587;38.00;587;0;420.91;7.37;privateType;;0
625.00;-17_2;188.68;12.61;517.00;0.00;-333_0;5.10;0.00;tripinfo_517;108.00;517;0;911.74;40.18;privateType;;23
626.00;-128_2;79.74;13.58;524.00;0.00;-1029_0;5.10;0.00;tripinfo_524;102.00;524;0;931.43;31.62;privateType;;11
627.00;614_0;96.58;13.57;463.00;0.00;-9_0;5.10;0.00;tripinfo_463;164.00;463;0;1235.41;74.98;privateType;;35
627.00;734_1;194.90;13.18;418.00;0.00;-612_0;5.10;0.00;tripinfo_418;209.00;418;0;2379.85;35.77;privateType;;7
629.00;338_1;103.06;13.43;491.00;0.00;-679_0;5.10;0.00;tripinfo_491;138.00;491;0;1146.69;52.45;privateType;;18
629.00;734_1;194.90;12.62;511.00;0.00;116_0;5.10;0.00;tripinfo_511;118.00;511;0;1222.14;27.93;privateType;;3
631.00;-870_2;79.90;13.64;437.00;0.00;-336_0;5.10;0.00;tripinfo_437;194.00;437;1;1602.08;77.88;privateType;;42
632.00;7_2;181.11;13.36;526.00;0.00;-381_0;5.10;0.00;tripinfo_526;106.00;526;0;1183.44;17.77;privateType;;0
633.00;38_1;145.60;13.45;521.00;0.00;361_0;5.10;0.00;tripinfo_521;112.00;521;0;1312.47;12.73;privateType;;0
634.00;15_0;145.65;6.11;507.00;0.00;623_0;5.10;0.00;tripinfo_507;127.00;507;0;1192.76;38.83;privateType;;6
634.00;-356_2;139.43;13.58;528.00;0.00;-117_1;5.10;0.00;tripinfo_528;106.00;528;2;1132.61;22.45;privateType;;5
